sentiment, tweet ,,,,,
2, RT @HeshmatAlavi: @realDonaldTrump Mr. PresidentI am an Iranian &amp; I want to thank you for your maximum pressure policy &amp; specifically tar…,,,,,
1, RT @thejtlewis: @realDonaldTrump President Trump is beating Biden by 7+ points in the latest CNN poll. And you can add 10% just because it’…,,,,,
2, RT @kathystrube_com: @Lrihendry @realDonaldTrump You gotta love love love. Trump 2020! Best President America has ever had.,,,,,
2, RT @Lrihendry: @realDonaldTrump May 20th 2020 Trump polls ahead of Biden in battleground states Arizona Colorado Florida Georgia Maine…,,,,,
1, Who are the 4%? A RINO or two! https://t.co/fYjnhC6rrl,,,,,
1, Sleepy Joe cannot bring us to greatness. He is the reason I’m here! https://t.co/BD21ZWVdXB,,,,,
2, RT @realDonaldTrump: USA will be bigger and stronger than ever before!,,,,,
1, ...And Sleepy Joe! https://t.co/XvsYuVh1bN,,,,,
1, RT @realDonaldTrump: Do nothing A.G. of the Great State of Michigan Dana Nessel should not be taking her anger and stupidity out on Ford…,,,,,
2, RT @realDonaldTrump: The Wacky Do Nothing Attorney General of Michigan Dana Nessel is viciously threatening Ford Motor Company for the fa…,,,,,
2, All things that I have GOTTEN DONE including Criminal Justice Reform! https://t.co/YWaQwLHlNC,,,,,
2, RT @PressSec: Places of worship are ESSENTIAL.President @realDonaldTrump reaffirmed his support for the First Amendment by announcing new…,,,,,
0, Sean Parnell is a Star. We need him in Washington to Drain the Swamp! https://t.co/6j8wGaYELH,,,,,
2, RT @realDonaldTrump: .@deanbaquet is to be seriously respected. He has long been considered one of the dumbest men in the world of journali…,,,,,
2, RT @realDonaldTrump: ....beginning was forced to apologize (Fake News!) after the seriously wrong call of the 2016 Election and is now wi…,,,,,
1, RT @realDonaldTrump: HARRIS IS A GREAT AMERICAN! https://t.co/cfvCPltijX,,,,,
1, Patriots! https://t.co/btK0gYfeju,,,,,
1, RT @Jim_Jordan: • Obama-Biden IRS targeted conservatives before 2012 election. • Obama-Biden FBI targeted President Trump before 2016 ele…,,,,,
2, RT @realDonaldTrump: Why doesn’t @FoxNews put up the CNBC POLL or the (believe it or not!) @CNN Poll? Hope Roger A is looking down and watc…,,,,,
1, RT @realDonaldTrump: .@FoxNews should fire their Fake Pollster. Never had a good Fox Poll!,,,,,
2, RT @realDonaldTrump: Thank you!,,,,,
1, So bad! https://t.co/bHFmfe8bro,,,,,
0, RT @Scavino45: CONGRATULATIONS @ODNIgov Director John Ratcliffe!,,,,,
1, Caught in the act! https://t.co/BHBGMYMpc2,,,,,
1, RT @realDonaldTrump: 3 years ago after Jeff Sessions recused himself the Fraudulent Mueller Scam began. Alabama do not trust Jeff Sessio…,,,,,
1, Admiral Ronny Jackson (@RonnyJackson4TX) is a very successful doctor and Navy Veteran running for Congress in #TX13. Strong on Crime the Border and Agriculture — and he loves our Vets! Ronny has my Complete and Total Endorsement! Vote for Ronny! https://t.co/u4z8ZxbeNh,,,,,
2, We need @KarenHandel back in Congress to fight for the incredible people of Georgia! She is a tremendous advocate for our Military Vets Border Security and the Second Amendment. Karen has my Complete and Total Endorsement! #GA06 https://t.co/5JOaLlvZE0,,,,,
0, Congressman Guy Reschenthaler (@reschenthaler) is doing tremendous work for the people of Pennsylvania! A Navy veteran Guy strongly supports our Vets Borders and always votes to uphold the Rule of Law. Guy has my Complete and Total Endorsement! #PA14 https://t.co/RkjG3znmpM,,,,,
0, Congressman John Joyce (@JohnJoyceForPA) is a fighter for the Commonwealth of Pennsylvania! John loves our Vets Military and Small Businesses and always defends Life and the Second Amendment. John has my Complete and Total Endorsement! #PA13https://t.co/Xo0iPugy4y,,,,,
1, Sean (@SeanParnellUSA) has my Complete and Total Endorsement! #PA17 https://t.co/GxLuWGBmnx,,,,,
0, Congressman Mike Kelly (@MikeKellyforPA) is an incredible advocate for Pennsylvania! He fights to Lower your Taxes Create Jobs Protect our Borders and Defend the Second Amendment. Mike has my Complete and Total Endorsement! #PA16 https://t.co/6ckib4Ot0J,,,,,
2, Congressman Fred Keller (@VoteFredKeller) has been doing a phenomenal job in Congress since his special election! He strongly supports our Vets Small Businesses Workers and the Second Amendment. Fred has my Complete and Total Endorsement! #PA12 https://t.co/MVFFDEqlr2,,,,,
1," Congressman Glenn “GT” Thompson (@GT_TeamGT) is a hard worker for Pennsylvania! The ""Dean of the Delegation"" he strongly supports our incredible Farmers Vets and the Second Amendment. “GT” has my Complete and Total Endorsement! #PA15 https://t.co/MqR3PQVf66",,,,,
1, Congressman Scott Perry (@PatriotsPerry) is an incredible fighter for Pennsylvania! He served our country as an Army General and now he fights for our Seniors Vets Military and the Second Amendment. Scott has my Complete and Total Endorsement! #PA10 https://t.co/JUnTgdMyCN,,,,,
1, Congressman Lloyd Smucker (@LloydSmuckerPA) is working hard for the people of Pennsylvania! Lloyd strongly supports the Second Amendment and he’s fighting for our incredible Workers Military and Vets. Lloyd has my Complete and Total Endorsement! #PA11 https://t.co/R8BRrV6nOJ,,,,,
1, Congressman Dan Meuser (@Meuser4Congress) is a tremendous advocate for Pennsylvania! Dan loves our Military Vets and the Second Amendment – a real supporter of our #MAGA agenda. Dan has my Complete and Total Endorsement! #PA09https://t.co/C89n16rAxK,,,,,
0, Lisa Scheller (@SchellerforPA) will fight for the incredible people of Pennsylvania in Congress! She strongly supports our Military Vets Small Businesses and the Second Amendment. Lisa has my Complete and Total Endorsement! #PA07https://t.co/VMYjdtKMPg,,,,,
0, David Young (@YoungForIowa) is a champion for Iowa! He helped us pass the Trump Tax Cuts and he will always fight for our Small Businesses Military the Second Amendment and our Great Farmers! David has my Complete &amp; Total Endorsement! #IA03 https://t.co/uUjvZvLN8h,,,,,
0, Ashley Hinson (@hinsonashley) will be a tremendous advocate for the People of Iowa! She will fight for our Military Vets Small Businesses &amp; our Incredible Farmers—a true supporter of our #MAGA Agenda! Ashley has my Complete and Total Endorsement! #IA01 https://t.co/CDBLsMEknS,,,,,
1, 3 years ago after Jeff Sessions recused himself the Fraudulent Mueller Scam began. Alabama do not trust Jeff Sessions. He let our Country down. That’s why I endorsed Coach Tommy Tuberville (@TTuberville) the true supporter of our #MAGA agenda! https://t.co/pCi7jftce2 https://t.co/sAn1VbxNwc,,,,,
2, ....beginning was forced to apologize (Fake News!) after the seriously wrong call of the 2016 Election and is now willing to write anything even if not truthful. He laughs at his boss Publisher A.G. Sulzberger and I laugh at them all. The @nytimes is a total mess!,,,,,
1, .@deanbaquet is to be seriously respected. He has long been considered one of the dumbest men in the world of journalism and he became Executive Editor of the Failing New York Times. Not easy to do. He has given up on “figuring Trump out”. Called it all wrong from the....,,,,,
1, https://t.co/eXqtvBsSJw,,,,,
1, $49.8M is on its way to @DallasLoveField Airport to aid in economic recovery. This Federal funding will support aviation in the Dallas area &amp; keep aviation workers on the job &amp; commerce moving at one of our important medium hub airports. Proud to support our friends in Dallas!,,,,,
0, I am proud to announce that the Maryland Aviation Administration (@MdAviation) will receive $87.8M in CARES Act Airport Grants funding to support aviation and keep commerce moving at this important gateway to the U.S. Capital Region. Very important for economic recovery!,,,,,
1, HARRIS IS A GREAT AMERICAN! https://t.co/cfvCPltijX,,,,,
2, RT @SenatorTimScott: Joe Biden’s comments are the most arrogant and condescending thing I’ve heard in a very long time. I am offended but…,,,,,
1, THANK YOU! #RollingToRemember https://t.co/JswZQq3cKO https://t.co/7zZUZXOojz,,,,,
1, RT @WhiteHouse: LIVE: President @realDonaldTrump holds a press briefing https://t.co/CIeEOpMXmU,,,,,
2, Why doesn’t @FoxNews put up the CNBC POLL or the (believe it or not!) @CNN Poll? Hope Roger A is looking down and watching what has happened to this once beautiful creation!,,,,,
1, .@FoxNews should fire their Fake Pollster. Never had a good Fox Poll! https://t.co/joHfkQwd9L,,,,,
2, RT @realDonaldTrump: 96% Approval Rating in the Republican Party. Thank you!,,,,,
2, Thank you! https://t.co/uMMf9xXQLZ,,,,,
1, https://t.co/3HMutqPH7J https://t.co/nkO5Vd2T3Y,,,,,
1, Do nothing A.G. of the Great State of Michigan Dana Nessel should not be taking her anger and stupidity out on Ford Motor - they might get upset with you and leave the state like so many other companies have - until I came along and brought business back to Michigan. JOBS!,,,,,
1, The Wacky Do Nothing Attorney General of Michigan Dana Nessel is viciously threatening Ford Motor Company for the fact that I inspected a Ventilator plant without a mask. Not their fault &amp; I did put on a mask. No wonder many auto companies left Michigan until I came along!,,,,,
1, RT @GOPChairwoman: “As one grateful nation we proclaim: God bless our health care workers!” - @realDonaldTrump in Michigan https://t.co/b1…,,,,,
2," RT @JesseBWatters: ""One of the main reasons @realdonaldtrump got elected in the first place was Barack Obama"" #TheFive https://t.co/yg0i5x9…",,,,,
1, No Voter Fraud! https://t.co/1hyr8jehFm,,,,,
2, USA will be bigger and stronger than ever before! https://t.co/R5vvAAoj1P,,,,,
2, Is this even possible to believe? Can this be for real? Where is this nursing home how is the victim doing?,,,,,
1, RT @CNN: First lady Melania Trump thanked students for helping to keep the country safe and acknowledged recent changes they’ve had to make…,,,,,
1, “President Trump is leading Joe Biden (D) in the battleground state of Pennsylvania 50.2 percent to 45.5 percent...This is significant as it reflects a 4.7 percent jump from the previous survey.” https://t.co/wb0deC8LQh,,,,,
2, 96% Approval Rating in the Republican Party. Thank you!,,,,,
1, RT @realDonaldTrump: https://t.co/0q33fvaOS6,,,,,
2, RT @Jim_Jordan: House Democrats held another fake #coronavirus hearing today. Their own witness agreed that it’s time to go back to work.…,,,,,
2, RT @realDonaldTrump: DOJ: Democrats Paid Pennsylvania Election Officials to Stuff Ballot Box https://t.co/cmFQeWhVEe via @BreitbartNews,,,,,
0, Big day for JUSTICE. Congratulations John! https://t.co/iyCpcaqmmG,,,,,
0, RT @USNavy: Take a look inside the cockpit of the @BlueAngels as they zoom over the USS Harry S. Truman! https://t.co/RTpapzaE9h,,,,,
2, RT @realDonaldTrump: Wow!,,,,,
2, THANK YOU! #MAGA https://t.co/hqyNTNoVHi,,,,,
1, https://t.co/0q33fvaOS6,,,,,
0, RT @TeamTrump: New @CNBC poll in key electoral states....5408 likely voters: AZ FL MI NC PA WI.@realDonaldTrump leads @JoeBiden 4…,,,,,
2, ....On Monday the flags will be at half-staff in honor of the men and women in our Military who have made the Ultimate Sacrifice for our Nation.,,,,,
0, I will be lowering the flags on all Federal Buildings and National Monuments to half-staff over the next three days in memory of the Americans we have lost to the CoronaVirus....,,,,,
1, Another $298M heading to @MTA adding up to over $2B in federal funding from @USDOT so far part of the $3.9B total from the CARES Act. This is critical to keeping essential personnel moving and aiding metro NYC in recovery. We are here for the people of New York!,,,,,
